0	0	1	0
1	0	1	0
2	0	1	0
3	0	1	0
4	0	1	0
5	0	1	0
6	0	1	0
7	0	1	0
8	0	1	0
9	0	1	0
10	0	1	0
11	0	1	0
12	0	1	0
13	0	1	0
14	0	1	0
15	0	1	0
16	0	1	0
17	0	1	0
18	0	1	0
0	1	1	0
9	1	1	0
18	1	1	0
0	2	1	0
2	2	1	0
3	2	1	0
5	2	1	0
6	2	1	0
7	2	1	0
9	2	1	0
11	2	1	0
12	2	1	0
13	2	1	0
15	2	1	0
16	2	1	0
18	2	1	0
0	3	1	0
2	3	1	0
3	3	1	0
5	3	1	0
6	3	1	0
7	3	1	0
9	3	1	0
11	3	1	0
12	3	1	0
13	3	1	0
15	3	1	0
16	3	1	0
18	3	1	0
0	4	1	0
18	4	1	0
0	5	1	0
2	5	1	0
3	5	1	0
5	5	1	0
7	5	1	0
8	5	1	0
9	5	1	0
10	5	1	0
11	5	1	0
13	5	1	0
15	5	1	0
16	5	1	0
18	5	1	0
0	6	1	0
5	6	1	0
9	6	1	0
13	6	1	0
18	6	1	0
0	7	1	0
1	7	1	0
2	7	1	0
3	7	1	0
5	7	1	0
6	7	1	0
7	7	1	0
9	7	1	0
11	7	1	0
12	7	1	0
13	7	1	0
15	7	1	0
16	7	1	0
17	7	1	0
18	7	1	0
0	8	1	0
1	8	1	0
2	8	1	0
3	8	1	0
5	8	1	0
13	8	1	0
15	8	1	0
16	8	1	0
17	8	1	0
18	8	1	0
0	9	1	0
1	9	1	0
2	9	1	0
3	9	1	0
5	9	1	0
7	9	1	0
8	9	1	0
10	9	1	0
11	9	1	0
13	9	1	0
15	9	1	0
16	9	1	0
17	9	1	0
18	9	1	0
0	10	1	0
7	10	1	0
11	10	1	0
18	10	1	0
0	11	1	0
1	11	1	0
2	11	1	0
3	11	1	0
5	11	1	0
7	11	1	0
8	11	1	0
9	11	1	0
10	11	1	0
11	11	1	0
13	11	1	0
15	11	1	0
16	11	1	0
17	11	1	0
18	11	1	0
0	12	1	0
1	12	1	0
2	12	1	0
3	12	1	0
5	12	1	0
13	12	1	0
15	12	1	0
16	12	1	0
17	12	1	0
18	12	1	0
0	13	1	0
1	13	1	0
2	13	1	0
3	13	1	0
5	13	1	0
7	13	1	0
8	13	1	0
9	13	1	0
10	13	1	0
11	13	1	0
13	13	1	0
15	13	1	0
16	13	1	0
17	13	1	0
18	13	1	0
0	14	1	0
9	14	1	0
18	14	1	0
0	15	1	0
2	15	1	0
3	15	1	0
5	15	1	0
6	15	1	0
7	15	1	0
9	15	1	0
11	15	1	0
12	15	1	0
13	15	1	0
15	15	1	0
16	15	1	0
18	15	1	0
0	16	1	0
3	16	1	0
15	16	1	0
18	16	1	0
0	17	1	0
1	17	1	0
3	17	1	0
5	17	1	0
7	17	1	0
8	17	1	0
9	17	1	0
10	17	1	0
11	17	1	0
13	17	1	0
15	17	1	0
17	17	1	0
18	17	1	0
0	18	1	0
5	18	1	0
9	18	1	0
13	18	1	0
18	18	1	0
0	19	1	0
2	19	1	0
3	19	1	0
4	19	1	0
5	19	1	0
6	19	1	0
7	19	1	0
9	19	1	0
11	19	1	0
12	19	1	0
13	19	1	0
14	19	1	0
15	19	1	0
16	19	1	0
18	19	1	0
0	20	1	0
18	20	1	0
0	21	1	0
1	21	1	0
2	21	1	0
3	21	1	0
4	21	1	0
5	21	1	0
6	21	1	0
7	21	1	0
8	21	1	0
9	21	1	0
10	21	1	0
11	21	1	0
12	21	1	0
13	21	1	0
14	21	1	0
15	21	1	0
16	21	1	0
17	21	1	0
18	21	1	0
